name,category,is_truck,is_mobile,company_number,status,phone,email,website,address,postcode,region,verified,source
MOBILE TYRE FITTING LONDON LTD,Mobile Tyre (General),No,Yes,09352380,active,,,,"84 Brunswick Park Road, London, N11 1JJ",N11 1JJ,London,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16074427,active,,,,"34 Galeys Road, Chelysmore, CV3 5GN",CV3 5GN,,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING NEAR ME LTD,Mobile Tyre (General),No,Yes,16584789,active,,,,"128 Uxbridge Road, London, W12 8AA",W12 8AA,London,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING OXFORD 24/7 MOBILE TYRE DOCTOR LTD,Mobile Tyre (General),No,Yes,16880836,active,,,,"20 Jesse Terrace, Reading, RG1 7RT",RG1 7RT,South East,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING READING 24/7 MOBILE TYRE DOCTOR LTD,Mobile Tyre (General),No,Yes,16880750,active,,,,"20 Jesse Terrace, Reading, RG1 7RT",RG1 7RT,South East,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING STRATFORD LTD,Mobile Tyre (General),No,Yes,15521074,active,,,,"49 Maryland Square, Stratford, London, E15 1HF",E15 1HF,London,Yes,Companies House (mobile tyre)
MOBILE TYRE FITTING TEES VALLEY LTD,Mobile Tyre (General),No,Yes,16389024,active,,,,"6 Heslop Street, Thornaby, Stockton On Tees, TS17 7HA",TS17 7HA,,Yes,Companies House (mobile tyre)
MOBILE TYRE FIXER LTD,Mobile Tyre (General),No,Yes,15443132,active,,,,"34 Galeys Road, Chelysmore, CV3 5GN",CV3 5GN,,Yes,Companies House (mobile tyre)
MOBILE TYRE FORCE LTD,Mobile Tyre (General),No,Yes,14728776,active,,,,"Portland House, Belmont Business Park, Durham, DH1 1TW",DH1 1TW,North East,Yes,Companies House (mobile tyre)
MOBILE TYRE FUSION LTD,Mobile Tyre (General),No,Yes,16907203,active,,,,"142 Windsor Road, Ilford, IG1 1HE",IG1 1HE,,Yes,Companies House (mobile tyre)
MOBILE TYRE GIANT LTD,Mobile Tyre (General),No,Yes,10612276,active,,,,"Gutteridge Works, Western Avenue, Uxbridge, UB10 9AP",UB10 9AP,,Yes,Companies House (mobile tyre)
MOBILE TYRE GROUP LTD,Mobile Tyre (General),No,Yes,16143084,active,,,,"19 Jennings Place, Bradford, West Yorkshire, BD7 3EZ",BD7 3EZ,West Yorkshire,Yes,Companies House (mobile tyre)
MOBILE TYRE HUB LTD,Mobile Tyre (General),No,Yes,13417642,active,,,,"03 Eastcourt Avenue, Earley, Reading, RG6 1HH",RG6 1HH,South East,Yes,Companies House (mobile tyre)
MOBILE TYRE LAB LTD,Mobile Tyre (General),No,Yes,16914529,active,,,,"35b Greenleaf Road, London, E17 6QN",E17 6QN,London,Yes,Companies House (mobile tyre)
MOBILE TYRE LEICESTER LIMITED,Mobile Tyre (General),No,Yes,15261798,active,,,,"389 Abbey Lane, Leicester, LE4 5QJ",LE4 5QJ,East Midlands,Yes,Companies House (mobile tyre)
MOBILE TYRE LONDON LTD,Mobile Tyre (General),No,Yes,15950257,active,,,,"11 Florida Road, Thornton Heath, CR7 8EY",CR7 8EY,,Yes,Companies House (mobile tyre)
MOBILE TYRE MATES LTD,Mobile Tyre (General),No,Yes,16667811,active,,,,"172 Newport Road, Aldershot, GU12 4PZ",GU12 4PZ,Wales,Yes,Companies House (mobile tyre)
MOBILE TYRE MEDICS LIMITED,Mobile Tyre (General),No,Yes,15959771,active,,,,"6 Fallowfield Drive, Newport, NP19 4TD",NP19 4TD,Wales,Yes,Companies House (mobile tyre)
MOBILE TYRE PROFESSIONALS LIMITED,Mobile Tyre (General),No,Yes,08335032,active,,,,"11 Lynx Crescent, Weston-Super-Mare, BS24 9DJ",BS24 9DJ,,Yes,Companies House (mobile tyre)
MOBILE TYRE REPAIR TEAM LTD,Mobile Tyre (General),No,Yes,15949849,active,,,,"662 High Road, London, N12 0NL",N12 0NL,London,Yes,Companies House (mobile tyre)
MOBILE TYRE REPLACEMENT LIMITED,Mobile Tyre (General),No,Yes,16284277,active,,,,"26 Lottie Road, Birmingham, B29 6JZ",B29 6JZ,West Midlands,Yes,Companies House (mobile tyre)
MOBILE TYRE RESCUE LTD,Mobile Tyre (General),No,Yes,13600322,active,,,,"464 Wokingham Road, Earley, Reading, RG6 7HY",RG6 7HY,South East,Yes,Companies House (mobile tyre)
MOBILE TYRE RESCUE SERVICE LTD,Mobile Tyre (General),No,Yes,16887384,active,,,,"Flat 12 Banstead Court, 50 Westway, London, W12 0QH",W12 0QH,London,Yes,Companies House (mobile tyre)
MOBILE TYRE RESCUE24/7 LTD,Mobile Tyre (General),No,Yes,16538155,active,,,,"61 Delamare Road, Hayes, UB4 0NN",UB4 0NN,,Yes,Companies House (mobile tyre)
MOBILE TYRE RUNNER LTD,Mobile Tyre (General),No,Yes,16153839,active,,,,"93 Vale Crescent South, Nottingham, NG8 3PQ",NG8 3PQ,East Midlands,Yes,Companies House (mobile tyre)
MOBILE TYRE SERVICES 247 LTD,Mobile Tyre (General),No,Yes,16427788,active,,,,"599 London Road, Earley, Reading, Berkshire, RG6 1AT",RG6 1AT,Berkshire,Yes,Companies House (mobile tyre)
MOBILE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,13660241,active,,,,"15 Redman Road, High Wycombe, HP12 4PH",HP12 4PH,,Yes,Companies House (mobile tyre)
MOBILE TYRE SERVICES MANCHESTER LIMITED,Mobile Tyre (General),No,Yes,09212733,active,,,,"Unit 1 Sandywood Depot Lumns Lane, Clifton, Swinton, Manchester, M27 8LH",M27 8LH,North West,Yes,Companies House (mobile tyre)
MOBILE TYRE SOLUTIONS LTD,Mobile Tyre (General),No,Yes,15161657,active,,,,"Acorn House, Bower Street, Oldham, OL1 3PH",OL1 3PH,,Yes,Companies House (mobile tyre)
MOBILE TYRE SPECIALISTS LIMITED,Mobile Tyre (General),No,Yes,15974806,active,,,,"126 Wish Hill, Eastbourne, BN20 9HL",BN20 9HL,,Yes,Companies House (mobile tyre)
MOBILE TYRE SURGEONS LIMITED,Mobile Tyre (General),No,Yes,15550602,active,,,,"39 Granton Road, London, SW16 5AN",SW16 5AN,London,Yes,Companies House (mobile tyre)
MOBILE TYRE TECH LIMITED,Mobile Tyre (General),No,Yes,15765179,active,,,,"6 Free Prae Road, Chertsey, KT16 8EA",KT16 8EA,,Yes,Companies House (mobile tyre)
MOBILE TYRE XPRESS LTD,Mobile Tyre (General),No,Yes,16200071,active,,,,"3 Vienna Close, Ilford, IG5 0PU",IG5 0PU,,Yes,Companies House (mobile tyre)
MOBILE TYRE ZONE LTD,Mobile Tyre (General),No,Yes,15977857,active,,,,"20 Berkeley Avenue, Reading, Berkshire, RG1 6JE",RG1 6JE,Berkshire,Yes,Companies House (mobile tyre)
MOBILE TYREMAN LIMITED,Mobile Tyre (General),No,Yes,13178058,active,,,,"East London Business Centre, 93-101 Greenfield Road, London, E1 1EJ",E1 1EJ,London,Yes,Companies House (mobile tyre)
MOBILE TYRES & MECHANIC LTD,Mobile Tyre (General),No,Yes,14055418,active,,,,"662 High Road, London, N12 0NL",N12 0NL,London,Yes,Companies House (mobile tyre)
MOBILE TYRES (GOOLE) LIMITED,Mobile Tyre (General),No,Yes,08450293,active,,,,"Mobile Tyres (Goole), Mariners Street, Goole, East Yorkshire, DN14 5BS",DN14 5BS,East Yorkshire,Yes,Companies House (mobile tyre)
MOBILE TYRES 2 U LTD,Mobile Tyre (General),No,Yes,07420840,active,,,,"Southside Farm White Hill, London Road, Wooburn Moor, High Wycombe, Buckinghamshire, HP10 0NN",HP10 0NN,Buckinghamshire,Yes,Companies House (mobile tyre)
MOBILE TYRES 247 LTD,Mobile Tyre (General),No,Yes,15191066,active,,,,"310 High Road, Wood Green, London, N22 8JR",N22 8JR,London,Yes,Companies House (mobile tyre)
MOBILE TYRES 4 YOU LTD,Mobile Tyre (General),No,Yes,12406929,active,,,,"117 Dartford Rd, Dartford, Kent, DA1 3EN",DA1 3EN,Kent,Yes,Companies House (mobile tyre)
MOBILE TYRES DOCTOR LTD,Mobile Tyre (General),No,Yes,16709742,active,,,,"41 Hogarth Road, Ipswich, IP3 0HA",IP3 0HA,East of England,Yes,Companies House (mobile tyre)
MOBILE TYRES LIMITED,Mobile Tyre (General),No,Yes,07586783,active,,,,"The Courtyard Shoreham Road, Upper Beeding, Steyning, West Sussex, BN44 3TN",BN44 3TN,West Sussex,Yes,Companies House (mobile tyre)
MOBILE TYRES LOCAL LTD,Mobile Tyre (General),No,Yes,15349702,active,,,,"3rd Floor, 86-90 Paul Street, London, EC2A 4NE",EC2A 4NE,London,Yes,Companies House (mobile tyre)
MOBILE TYRES LONDON 247 LTD,Mobile Tyre (General),No,Yes,16950508,active,,,,"310 High Road, Wood Green, London, N22 8JR",N22 8JR,London,Yes,Companies House (mobile tyre)
MOBILE TYRES NATIONWIDE LTD,Mobile Tyre (General),No,Yes,16163981,active,,,,"129 St. Johns Road, Slough, SL2 5HA",SL2 5HA,,Yes,Companies House (mobile tyre)
MOBILE TYRES NEAR ME LIMITED,Mobile Tyre (General),No,Yes,12720945,active,,,,"152 Rushgrove Avenue, London, NW9 6RE",NW9 6RE,London,Yes,Companies House (mobile tyre)
MOBILE TYRES ONDEMAND LTD,Mobile Tyre (General),No,Yes,15628367,active,,,,"7 Brinkburn Grove, Banbury, OX16 3WX",OX16 3WX,,Yes,Companies House (mobile tyre)
MOBILE TYRES PORTSMOUTH LIMITED,Mobile Tyre (General),No,Yes,16623956,active,,,,"Suite 9 Pine Court Business Centre, 36 Gervis Road, Bournemouth, United Kingdom, BH1 3DH",BH1 3DH,United Kingdom,Yes,Companies House (mobile tyre)
MOBILE TYRES RESCUE LTD,Mobile Tyre (General),No,Yes,SC863876,active,,,,"Flat 1.1 116 Maukinfauld Rd, Glasgow, G32 8TP",G32 8TP,Scotland,Yes,Companies House (mobile tyre)
MOBILE TYRES SERVICE LTD,Mobile Tyre (General),No,Yes,15950403,active,,,,"19 Waddon Close, Croydon, CR0 4JT",CR0 4JT,London,Yes,Companies House (mobile tyre)
MOBILE TYRES SOLUTIONS 247 LTD,Mobile Tyre (General),No,Yes,15766173,active,,,,"9 Virginia Way, Reading, RG30 3QJ",RG30 3QJ,South East,Yes,Companies House (mobile tyre)
MOBILE TYRES SPECIALISTS CO LTD,Mobile Tyre (General),No,Yes,13257762,active,,,,"162 Broad Street, Chesham, HP5 3ED",HP5 3ED,,Yes,Companies House (mobile tyre)
MOBILE TYRES SURREY LTD,Mobile Tyre (General),No,Yes,13548574,active,,,,"41 Oldfields Road, Sutton, Surrey, SM1 2NB",SM1 2NB,Surrey,Yes,Companies House (mobile tyre)
MTM MOBILE TYRE & RECOVERY SERVICES LTD,Mobile Tyre (General),No,Yes,16930710,active,,,,"Flat 3 Clare House, 49 Uxbridge Road, London, W7 3PX",W7 3PX,London,Yes,Companies House (mobile tyre service)
NUTTS CORNER TYRES & BREAKDOWN SERVICES LTD,Mobile Tyre (General),No,Yes,NI711458,active,,,,"42 Belfast Road, Nutts Corner, Crumlin, BT29 4TH",BT29 4TH,Northern Ireland,Yes,Companies House (breakdown tyre)
OLYMPUS MOBILE TYRE FITTING HATFIELD LTD,Mobile Tyre (General),No,Yes,14933347,active,,,,"4 Daffodil Close, Daffodil Close, Hatfield, AL10 9FF",AL10 9FF,,Yes,Companies House (mobile tyre fitting)
OLYMPUS MOBILE TYRE FITTING ST ALBANS LTD,Mobile Tyre (General),No,Yes,14805012,active,,,,"Office 205, 2 Fountain Court Regus Victoria Street, St. Albans, AL1 3TF",AL1 3TF,,Yes,Companies House (mobile tyre fitting)
OXBRIDGE MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,15137408,active,,,,"42-44 Adelaide Street, Bradford, BD5 0EA",BD5 0EA,Yorkshire,Yes,Companies House (mobile tyre fitting)
PRIME MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16183750,active,,,,"190 Billet Road, London, E17 5DX",E17 5DX,London,Yes,Companies House (mobile tyre fitting)
PROF'S MOBILE TYRES AND SERVICES LTD,Mobile Tyre (General),No,Yes,14338291,active,,,,"3 Felton Close, Borehamwood, WD6 4LF",WD6 4LF,,Yes,Companies House (mobile tyre service)
PROMPT 24/7 MOBILE TYRE SERVICE LTD,Mobile Tyre (General),No,Yes,11141648,active,,,,"06 Hermitage Close, Farnborough, GU14 6UQ",GU14 6UQ,,Yes,Companies House (mobile tyre service)
PUMP TO GO 24/7 MOBILE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,15460073,active,,,,"38 Frayslea, Uxbridge, UB8 2AT",UB8 2AT,,Yes,Companies House (mobile tyre service)
RANGER TYRE MOBILE FITTING SERVICE LTD,Mobile Tyre (General),No,Yes,13824103,active,,,,"33 Holloway, Birmingham, B31 1TP",B31 1TP,West Midlands,Yes,Companies House (mobile tyre fitting)
RAPID FIT TYRES LTD,Mobile Tyre (General),No,Yes,07366097,active,,,,"61 Fairfield Road, West Drayton, West Drayton, Middlesex, UB7 8EZ",UB7 8EZ,Middlesex,Yes,Companies House (rapid tyre)
RAPID MOBILE TYRES LTD,Mobile Tyre (General),No,Yes,15084039,active,,,,"Basement Flat 46 Basement Flat 46, Morden Road, Newport, NP19 7ES",NP19 7ES,Wales,Yes,Companies House (rapid tyre)
RAPID RESPONSE TYRES LTD,Mobile Tyre (General),No,Yes,16024054,active,,,,"31 Villiers Street, Sunniside, Sunderland, Tyne And Wear, SR1 1EJ",SR1 1EJ,Tyne And Wear,Yes,Companies House (rapid tyre)
RAPID TYRE 247 LTD,Mobile Tyre (General),No,Yes,16823077,active,,,,"Unit 15a Slough Business Park, 94 Farnham Road, Slough, SL1 3FQ",SL1 3FQ,,Yes,Companies House (rapid tyre)
RAPID TYRE DISTRIBUTION LTD,Mobile Tyre (General),No,Yes,NI728714,active,,,,"10 Cloughreagh Park, Bessbrook, Newry, BT35 7EJ",BT35 7EJ,Northern Ireland,Yes,Companies House (rapid tyre)
RAPID TYRE SERVICE (WHOLESALE) LTD,Mobile Tyre (General),No,Yes,16235001,active,,,,"63 Knightlow Road, Birmingham, B17 8PX",B17 8PX,West Midlands,Yes,Companies House (rapid tyre)
RAPID TYRE SERVICE AND SUPPLIES LTD,Mobile Tyre (General),No,Yes,16768133,active,,,,"Flat 25 Romsley Hill Grange Farley Lane, Romsley, Halesowen, B62 0LN",B62 0LN,,Yes,Companies House (rapid tyre)
RAPID TYRE SERVICE LTD,Mobile Tyre (General),No,Yes,13390328,active,,,,"Huntington Accountancy 15 Stag Drive, Huntington, Cannock, WS12 4UJ",WS12 4UJ,,Yes,Companies House (rapid tyre)
RAPID TYRES LTD,Mobile Tyre (General),No,Yes,SC836183,active,,,,"19 Wilson Court, Bellshill, ML4 3DB",ML4 3DB,Scotland,Yes,Companies House (rapid tyre)
REALDEAL MOBILE TYRES AND MECHANICALS SERVICE LTD,Mobile Tyre (General),No,Yes,11514456,active,,,,"11514456 - COMPANIES HOUSE DEFAULT ADDRESS, Cardiff, CF14 8LH",CF14 8LH,Wales,Yes,Companies House (mobile tyre service)
RICHIE’S MOBILE TYRE SERVICE LTD,Mobile Tyre (General),No,Yes,14723571,active,,,,"24 Milling Road, Edgware, HA8 0PL",HA8 0PL,,Yes,Companies House (mobile tyre service)
RK TYRES & ROADSIDE RECOVERY LTD,Mobile Tyre (General),No,Yes,SC801273,active,,,,"21 Greenhill Road, Paisley, Renfrewshire, PA3 1RN",PA3 1RN,Renfrewshire,Yes,Companies House (roadside tyre)
ROAD HERO MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16398326,active,,,,"472a Green Lanes, London, N13 5PA",N13 5PA,London,Yes,Companies House (mobile tyre fitting)
ROADSIDE TYRE ASSISTANCE LTD,Mobile Tyre (General),No,Yes,14588981,active,,,,"36 Lichfield Street, Walsall, WS1 1TJ",WS1 1TJ,West Midlands,Yes,Companies House (roadside tyre)
ROADSIDE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,16488641,active,,,,"Unit 1, Rear Of Pmj House, Highlands Road, Solihull, B90 4ND",B90 4ND,Yorkshire,Yes,Companies House (roadside tyre)
ROADSIDE TYRES (THAMES VALLEY) LIMITED,Mobile Tyre (General),No,Yes,09490494,active,,,,"Goose Green, 119 Turnpike Road, Newbury, West Berkshire, RG14 2QR",RG14 2QR,West Berkshire,Yes,Companies House (roadside tyre)
ROADSIDE TYRES 24HR LTD,Mobile Tyre (General),No,Yes,16020998,active,,,,"Harley House, 29 Cambray Place, Cheltenham, GL50 1JN",GL50 1JN,,Yes,Companies House (roadside tyre)
ROADSIDE TYRES ASSIST LIMITED,Mobile Tyre (General),No,Yes,11673422,active,,,,"5 Ivegate Yeadon, Leeds, West Yorkshire, LS19 7RE",LS19 7RE,West Yorkshire,Yes,Companies House (roadside tyre)
ROADSIDE TYRES LTD,Mobile Tyre (General),No,Yes,12513828,active,,,,"27 Old Gloucester Street, London, WC1N 3AX",WC1N 3AX,London,Yes,Companies House (roadside tyre)
ROADSIDETYRESMOBILE LIMITED,Mobile Tyre (General),No,Yes,SC843203,active,,,,"56 Whitacres Road, Glasgow, G53 7LJ",G53 7LJ,Scotland,Yes,Companies House (roadside tyre)
RTM MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,SC801397,active,,,,"40-42 Brantwood Avenue, Dundee, DD3 6EW",DD3 6EW,Scotland,Yes,Companies House (mobile tyre fitting)
SIMS AUTOS MOBILE TYRE SERVICE LIMITED,Mobile Tyre (General),No,Yes,16809907,active,,,,"35 Pilot Hight Road, Bournemouth, BH11 8EY",BH11 8EY,South West,Yes,Companies House (mobile tyre service)
STAFFORD BREAKDOWN & 24HR MOBILE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,13031158,active,,,,"C/O Kb Accountancy, Synchro House, Etruria Road, Newcastle, ST5 0SY",ST5 0SY,North East,Yes,Companies House (breakdown tyre)
T.D MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16313683,active,,,,"Flat 42, Alfreda Court, Alfreda Street, London, SW11 5HQ",SW11 5HQ,London,Yes,Companies House (mobile tyre fitting)
TADWORTH MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16703539,active,,,,"11 Waterfield Green, Tadworth, KT20 5HY",KT20 5HY,,Yes,Companies House (mobile tyre fitting)
TECH AND TYRES MOBILE VEHICLE SERVICES LTD,Mobile Tyre (General),No,Yes,14960137,active,,,,"Holloway House Epsom Square, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XG",BA14 0XG,Wiltshire,Yes,Companies House (mobile tyre service)
THE MOBILE TYRE SERVICE (MILTON KEYNES) LTD,Mobile Tyre (General),No,Yes,12258698,active,,,,"The Stable Yard Vicarage Road, Stony Stratford, Milton Keynes, Buckinghamshire, MK11 1BN",MK11 1BN,Buckinghamshire,Yes,Companies House (mobile tyre service)
THE ROADSIDE MOBILE TYRE COMPANY LTD,Mobile Tyre (General),No,Yes,14578825,active,,,,"103 Belgrave Road, Slough, SL1 3RA",SL1 3RA,,Yes,Companies House (roadside tyre)
TIM'S MOBILE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,16676631,active,,,,"8 Elm Walk, Higham Ferrers, Rushden, NN10 8HE",NN10 8HE,,Yes,Companies House (mobile tyre service)
TOP TYRES MOBILE SERVICES LTD,Mobile Tyre (General),No,Yes,12858232,active,,,,"18 Adelphi Crescent, Hayes, UB4 8LZ",UB4 8LZ,,Yes,Companies House (mobile tyre service)
TYRE BREAKDOWNS LTD,Mobile Tyre (General),No,Yes,16352706,active,,,,"Unit 1 Generator Hall, Electric Wharf, Coventry, CV1 4JL",CV1 4JL,West Midlands,Yes,Companies House (breakdown tyre)
TYRE EMERGENCY LTD,Mobile Tyre (General),No,Yes,15362025,active,,,,"41 Sir Brian Way, Bilsthorpe, Newark, NG22 8GA",NG22 8GA,,Yes,Companies House (emergency tyre)
TYRE TEK MOBILE SERVICES LIMITED,Mobile Tyre (General),No,Yes,15615314,active,,,,"First Floor, 1, Edmund Street, Bradford, West Yorkshire, BD5 0BH",BD5 0BH,West Yorkshire,Yes,Companies House (mobile tyre service)
TYRE WRIGHT MOBILE TYRE SERVICES LIMITED,Mobile Tyre (General),No,Yes,12646344,active,,,,"35 Albert Terrace, Oakenshaw, Bradford, BD12 7AX",BD12 7AX,Yorkshire,Yes,Companies House (mobile tyre service)
TYRES & TYRES - 24 HOUR EMERGENCY CALL OUT LIMITED,Mobile Tyre (General),No,Yes,16864020,active,,,,"189c Brent Crescent, London, NW10 7XR",NW10 7XR,London,Yes,Companies House (24 hour tyre)
TYREX MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16250411,active,,,,"113 Downing Close, Ipswich, IP2 9EQ",IP2 9EQ,East of England,Yes,Companies House (mobile tyre fitting)
UK MOBILE TYRE FITTING LTD,Mobile Tyre (General),No,Yes,16449482,active,,,,"Quadrant Court, 44/45 Calthorpe Road, Edgbaston, Birmingham, United Kingdom (+44), B15 1TH",B15 1TH,United Kingdom (+44),Yes,Companies House (mobile tyre fitting)
WEALDEN MOBILE TYRE SERVICES LTD,Mobile Tyre (General),No,Yes,16460269,active,,,,"Woolpack Corner Farm, Woolpack Corner, Ashford, TN27 8BU",TN27 8BU,,Yes,Companies House (mobile tyre service)
WILSON’S MOBILE TYRES LTD,Mobile Tyre (General),No,Yes,13244916,active,,,,"3 Cambridge Terrace, Richmond Avenue, Margate, CT9 2NF",CT9 2NF,East of England,Yes,Companies House (emergency tyre)
WM TYRES MOBILE SERVICES LTD,Mobile Tyre (General),No,Yes,08959854,active,,,,"Premier House, Rolfe Street, Smethwick, West Midlands, B66 2AA",B66 2AA,West Midlands,Yes,Companies House (mobile tyre service)
XPRESS MOBILE TYRES SERVICES LIMITED,Mobile Tyre (General),No,Yes,16862912,active,,,,"Flat 27 The Odeon 22-30 Longbridge Road, Barking, IG11 8RR",IG11 8RR,,Yes,Companies House (mobile tyre service)
ZAK MOBILE TYRES FITTINGS LTD,Mobile Tyre (General),No,Yes,12692286,active,,,,"6 Ynys Bridge Court, Gwaelod-Y-Garth, Cardiff, CF15 9SS",CF15 9SS,Wales,Yes,Companies House (mobile tyre fitting)
